MARKER_NAMES,Gimbal1 - 1,Gimbal1 - 2,Gimbal1 - 3,Gimbal1 - 4,M2 - 1,M2 - 2,M2 - 3,M2 - 4,M2 - 5,M2 - 6,M2 - 7,M2 - 8,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Time,Gimbal1 - 1 X,Gimbal1 - 1 Y,Gimbal1 - 1 Z,Gimbal1 - 2 X,Gimbal1 - 2 Y,Gimbal1 - 2 Z,Gimbal1 - 3 X,Gimbal1 - 3 Y,Gimbal1 - 3 Z,Gimbal1 - 4 X,Gimbal1 - 4 Y,Gimbal1 - 4 Z,M2 - 1 X,M2 - 1 Y,M2 - 1 Z,M2 - 2 X,M2 - 2 Y,M2 - 2 Z,M2 - 3 X,M2 - 3 Y,M2 - 3 Z,M2 - 4 X,M2 - 4 Y,M2 - 4 Z,M2 - 5 X,M2 - 5 Y,M2 - 5 Z,M2 - 6 X,M2 - 6 Y,M2 - 6 Z,M2 - 7 X,M2 - 7 Y,M2 - 7 Z,M2 - 8 X,M2 - 8 Y,M2 - 8 Z
69,0.56667,262.134,177.982,132.037,254.839,192.867,210.502,256.872,185.549,171.283,223.679,193.457,208.673,242.301,87.477,15.009,241.817,169.732,16.013,204.485,181.662,15.215,176.472,157.165,94.723,264.251,40.46,15.652,136.902,110.069,14.291,273.251,25.159,-28.16,108.215,225.985,12.383
70,0.575,262.15,177.956,131.997,254.808,192.825,210.536,256.853,185.562,171.275,223.67,193.456,208.729,242.283,87.463,15.018,241.832,169.747,16.022,204.496,181.671,15.224,176.491,157.174,94.729,264.255,40.468,15.677,136.893,110.067,14.326,273.24,25.121,-28.128,108.228,225.984,12.388
71,0.58333,262.145,177.943,132.026,254.841,192.833,210.527,256.833,185.535,171.299,223.679,193.445,208.733,242.279,87.454,15.037,241.832,169.771,16.02,204.468,181.648,15.216,176.461,157.187,94.719,264.256,40.477,15.688,136.898,110.08,14.319,273.241,25.122,-28.127,108.218,225.974,12.372
72,0.59167,262.29,178.275,131.958,254.834,192.818,210.516,256.862,185.535,171.291,223.671,193.456,208.702,242.305,87.457,15.022,241.848,169.742,16.033,204.473,181.651,15.222,176.488,157.185,94.729,264.271,40.441,15.73,136.906,110.073,14.328,273.255,25.085,-28.085,108.217,225.974,12.358
73,0.6,262.158,177.961,132.006,254.848,192.84,210.514,256.873,185.558,171.296,223.662,193.422,208.709,242.285,87.467,15.014,241.832,169.76,16.019,204.49,181.649,15.19,176.475,157.186,94.716,264.257,40.486,15.697,136.9,110.051,14.286,273.235,25.098,-28.106,108.213,225.998,12.378
74,0.60833,262.156,177.973,132.022,254.832,192.829,210.497,256.864,185.598,171.345,223.661,193.487,208.75,242.296,87.478,15,241.823,169.759,15.993,204.486,181.667,15.201,176.466,157.18,94.745,264.255,40.468,15.677,136.893,110.06,14.298,273.247,25.146,-28.128,108.225,225.983,12.371
75,0.61667,262.159,177.987,131.999,254.833,192.838,210.514,256.869,185.559,171.293,223.678,193.474,208.75,242.302,87.458,15.028,241.828,169.745,16.038,204.473,181.675,15.227,176.452,157.14,94.681,264.254,40.47,15.619,136.905,110.073,14.303,273.25,25.148,-28.171,108.229,225.976,12.366
76,0.625,262.153,177.955,132.025,254.84,192.82,210.518,256.858,185.541,171.278,223.676,193.436,208.694,242.288,87.467,15.019,241.833,169.76,16.048,204.485,181.674,15.243,176.467,157.188,94.717,264.245,40.438,15.719,136.905,110.071,14.319,273.213,25.109,-28.083,108.201,225.977,12.383
77,0.63333,262.138,177.972,132.032,254.843,192.833,210.52,256.865,185.555,171.294,223.687,193.454,208.721,242.296,87.483,15.017,241.83,169.779,16.029,204.473,181.684,15.247,176.486,157.175,94.707,264.242,40.427,15.752,136.915,110.083,14.334,273.237,25.108,-28.095,108.223,225.979,12.404
78,0.64167,262.262,178.285,131.962,254.825,192.844,210.498,256.849,185.561,171.304,223.662,193.493,208.722,242.281,87.453,15.01,241.822,169.771,16.033,204.472,181.696,15.253,176.482,157.187,94.711,264.274,40.452,15.697,136.891,110.077,14.331,273.247,25.146,-28.128,108.214,225.999,12.375
79,0.65,262.153,177.979,132.012,254.815,192.861,210.516,256.847,185.572,171.288,223.685,193.512,208.724,242.299,87.483,15.008,241.835,169.76,16.026,204.478,181.668,15.23,176.458,157.165,94.727,264.283,40.488,15.708,136.916,110.055,14.32,273.235,25.098,-28.106,108.212,225.972,12.378
80,0.65833,262.132,177.958,132.011,254.845,192.821,210.507,256.838,185.536,171.274,223.673,193.419,208.698,242.284,87.464,15.026,241.814,169.76,15.991,204.478,181.668,15.23,176.48,157.18,94.713,264.266,40.518,15.598,136.898,110.06,14.302,273.251,25.159,-28.16,108.213,225.987,12.402
81,0.66667,262.146,177.972,132.001,254.832,192.821,210.514,256.858,185.56,171.307,223.691,193.483,208.725,242.29,87.475,15.036,241.832,169.758,16.012,204.467,181.676,15.237,176.461,157.139,94.701,264.274,40.452,15.697,136.908,110.069,14.299,273.27,25.135,-28.15,108.221,225.977,12.37
82,0.675,262.274,178.262,131.971,254.849,192.838,210.529,256.862,185.515,171.287,223.68,193.449,208.712,242.29,87.468,15.006,241.813,169.77,16.02,204.483,181.67,15.231,176.473,157.165,94.702,264.242,40.428,15.752,136.888,110.06,14.329,273.28,25.172,-28.183,108.217,225.979,12.386
83,0.68333,262.136,177.942,132.015,254.808,192.831,210.514,256.861,185.584,171.313,223.666,193.432,208.681,242.286,87.474,14.997,241.828,169.747,16.016,204.481,181.66,15.229,176.496,157.178,94.703,264.256,40.477,15.688,136.907,110.059,14.311,273.253,25.161,-28.204,108.225,225.97,12.374
84,0.69167,262.128,177.981,132.015,254.82,192.819,210.516,256.852,185.566,171.303,223.66,193.432,208.694,242.288,87.465,15.047,241.82,169.748,16.015,204.477,181.668,15.228,176.44,157.185,94.747,264.27,40.432,15.72,136.898,110.04,14.316,273.251,25.159,-28.16,108.219,225.992,12.372
85,0.7,262.135,177.971,132.038,254.808,192.868,210.512,256.859,185.568,171.343,223.665,193.458,208.733,242.299,87.465,15.03,241.793,169.768,16.004,204.465,181.683,15.239,176.497,157.16,94.725,264.242,40.428,15.752,136.883,110.07,14.308,273.206,25.085,-28.083,108.225,225.985,12.369
86,0.70833,262.137,177.982,132.016,254.838,192.834,210.474,256.856,185.549,171.28,223.709,193.494,208.651,242.286,87.473,15.03,241.821,169.757,16.032,204.475,181.667,15.228,176.465,157.177,94.727,264.291,40.512,15.599,136.902,110.058,14.313,273.29,25.199,-28.227,108.222,225.983,12.37
87,0.71667,262.155,177.975,132.022,254.829,192.831,210.509,256.865,185.551,171.308,223.692,193.468,208.68,242.294,87.478,15.036,241.824,169.746,16.039,204.48,181.673,15.234,176.465,157.17,94.755,264.283,40.481,15.655,136.899,110.043,14.314,273.244,25.134,-28.095,108.227,225.98,12.367
88,0.725,262.273,178.297,131.985,255.085,192.948,210.816,256.885,185.578,171.288,223.678,193.476,208.676,242.288,87.47,14.998,241.846,169.771,16.048,204.47,181.665,15.259,176.468,157.187,94.754,264.25,40.451,15.642,136.904,110.068,14.323,273.239,25.111,-28.138,108.222,225.98,12.367
89,0.73333,262.17,177.988,131.996,255.085,192.932,210.822,256.857,185.569,171.281,223.669,193.438,208.647,242.287,87.478,15.024,241.844,169.765,16.019,204.456,181.685,15.258,176.468,157.187,94.754,264.284,40.49,15.665,136.902,110.071,14.305,273.246,25.135,-28.139,108.228,225.994,12.382
90,0.74167,262.266,178.254,131.968,255.083,192.944,210.824,256.869,185.556,171.299,223.666,193.461,208.695,242.305,87.504,15.028,241.835,169.772,16.013,204.472,181.695,15.242,176.477,157.184,94.732,264.256,40.477,15.688,136.891,110.057,14.335,273.244,25.142,-28.105,108.21,225.984,12.373
91,0.75,262.138,177.968,132.017,254.829,192.829,210.526,256.866,185.556,171.32,223.687,193.458,208.677,242.287,87.471,15.023,241.826,169.77,16.019,204.481,181.696,15.251,176.489,157.173,94.707,264.28,40.474,15.631,136.894,110.05,14.316,273.237,25.109,-28.095,108.214,225.983,12.357
92,0.75833,262.265,178.249,131.987,255.086,192.962,210.822,256.869,185.562,171.252,223.67,193.449,208.707,242.278,87.484,15.006,241.826,169.765,16.042,204.47,181.66,15.242,176.488,157.189,94.725,264.245,40.439,15.719,136.904,110.055,14.312,273.234,25.088,-28.117,108.209,225.974,12.391
93,0.76667,262.138,177.974,132.008,254.81,192.877,210.55,256.882,185.585,171.282,223.69,193.511,208.687,242.274,87.461,15.018,241.826,169.763,16.036,204.499,181.683,15.224,176.468,157.155,94.695,264.279,40.465,15.621,136.892,110.049,14.328,273.235,25.098,-28.106,108.214,225.975,12.356
94,0.775,262.148,177.958,132.023,254.827,192.83,210.521,256.839,185.579,171.312,223.664,193.494,208.713,242.291,87.485,15.039,241.827,169.741,16.023,204.481,181.665,15.225,176.469,157.187,94.714,264.245,40.439,15.719,136.888,110.047,14.309,273.235,25.099,-28.105,108.197,225.983,12.391
95,0.78333,262.153,177.969,132.001,254.827,192.819,210.504,256.865,185.56,171.287,223.685,193.509,208.732,242.274,87.478,14.988,241.821,169.77,16.015,204.481,181.663,15.227,176.468,157.169,94.715,264.245,40.439,15.719,136.897,110.056,14.299,273.237,25.108,-28.095,108.228,225.99,12.366
96,0.79167,262.151,177.975,132.014,254.825,192.842,210.488,256.847,185.571,171.304,223.685,193.475,208.751,242.278,87.479,15.024,241.826,169.75,16.036,204.494,181.677,15.251,176.491,157.174,94.729,264.253,40.467,15.721,136.9,110.038,14.288,273.235,25.099,-28.105,108.218,225.974,12.355
97,0.8,262.146,177.991,131.983,254.834,192.83,210.484,256.869,185.55,171.275,223.664,193.432,208.69,242.284,87.476,15.006,241.83,169.782,16.019,204.504,181.686,15.23,176.462,157.147,94.686,264.245,40.439,15.719,136.874,110.051,14.321,273.21,25.097,-28.115,108.221,225.983,12.368
98,0.80833,262.157,177.97,132.011,254.838,192.857,210.495,256.852,185.571,171.287,223.665,193.464,208.657,242.275,87.458,15.012,241.815,169.765,15.999,204.483,181.703,15.223,176.495,157.154,94.708,264.241,40.419,15.743,136.904,110.057,14.292,273.235,25.098,-28.106,108.225,225.974,12.394
99,0.81667,262.14,177.948,132.018,254.813,192.837,210.532,256.866,185.551,171.281,223.671,193.437,208.65,242.284,87.492,15.008,241.813,169.756,15.996,204.471,181.656,15.245,176.47,157.157,94.736,264.245,40.439,15.719,136.89,110.055,14.316,273.251,25.159,-28.16,108.199,225.985,12.383
100,0.825,262.15,177.963,132.02,254.828,192.843,210.519,256.853,185.578,171.289,223.685,193.465,208.716,242.295,87.486,15.008,241.841,169.767,16.014,204.483,181.689,15.222,176.469,157.175,94.713,264.256,40.477,15.688,136.908,110.041,14.307,273.235,25.098,-28.106,108.224,225.969,12.391
101,0.83333,262.134,177.969,131.998,254.82,192.853,210.498,256.865,185.565,171.297,223.671,193.446,208.692,242.293,87.479,15.032,241.823,169.787,16.027,204.492,181.672,15.206,176.456,157.147,94.689,264.285,40.491,15.666,136.888,110.063,14.32,273.275,25.158,-28.172,108.217,225.968,12.381
102,0.84167,262.146,177.976,131.993,254.815,192.84,210.472,256.87,185.577,171.312,223.679,193.454,208.698,242.296,87.482,14.999,241.842,169.779,16.032,204.464,181.684,15.236,176.488,157.174,94.729,264.242,40.428,15.753,136.904,110.055,14.309,273.237,25.109,-28.095,108.217,225.992,12.367
103,0.85,262.25,178.251,131.985,254.83,192.862,210.498,256.858,185.559,171.263,223.673,193.449,208.673,242.287,87.479,14.995,241.837,169.785,16.056,204.465,181.658,15.234,176.469,157.146,94.706,264.234,40.401,15.751,136.896,110.065,14.306,273.241,25.122,-28.127,108.219,225.996,12.382
104,0.85833,262.158,177.973,132.045,254.823,192.851,210.492,256.849,185.584,171.364,223.688,193.512,208.653,242.291,87.485,15.041,241.839,169.796,16.033,204.494,181.666,15.203,176.482,157.174,94.731,264.245,40.439,15.719,136.899,110.063,14.302,273.239,25.111,-28.138,108.227,225.982,12.37
105,0.86667,262.153,177.966,132.022,254.835,192.834,210.519,256.873,185.572,171.278,223.687,193.417,208.676,242.288,87.489,14.997,241.821,169.76,16.034,204.483,181.7,15.23,176.495,157.156,94.726,264.243,40.437,15.763,136.903,110.045,14.312,273.239,25.111,-28.139,108.212,225.981,12.393
106,0.875,262.142,177.974,132.014,254.845,192.851,210.487,256.838,185.567,171.288,223.66,193.455,208.72,242.275,87.468,14.98,241.82,169.762,16.029,204.492,181.673,15.206,176.49,157.16,94.727,264.273,40.444,15.687,136.907,110.038,14.312,273.235,25.098,-28.106,108.229,225.979,12.367
107,0.88333,262.145,177.947,132.023,254.825,192.834,210.518,256.864,185.555,171.286,223.667,193.439,208.684,242.304,87.482,15.035,241.812,169.741,16.042,204.487,181.673,15.236,176.471,157.19,94.733,264.274,40.453,15.697,136.892,110.041,14.312,273.237,25.109,-28.094,108.211,225.994,12.403
108,0.89167,262.138,177.974,132.001,254.83,192.848,210.506,256.85,185.551,171.289,223.665,193.458,208.722,242.271,87.47,15.02,241.8,169.769,16.025,204.492,181.675,15.203,176.482,157.169,94.734,264.263,40.414,15.729,136.883,110.06,14.348,273.239,25.111,-28.139,108.227,225.987,12.363
109,0.9,262.145,177.972,132.029,254.811,192.85,210.491,256.852,185.612,171.356,223.666,193.475,208.752,242.266,87.484,14.983,241.814,169.755,16.049,204.463,181.68,15.23,176.481,157.156,94.712,264.272,40.446,15.629,136.905,110.051,14.307,273.241,25.121,-28.127,108.214,225.984,12.362
110,0.90833,262.167,177.977,132.007,254.815,192.825,210.512,256.869,185.579,171.354,223.67,193.446,208.73,242.269,87.48,14.984,241.809,169.788,16.03,204.471,181.65,15.206,176.482,157.149,94.72,264.235,40.41,15.761,136.886,110.039,14.323,273.237,25.1,-28.15,108.223,225.979,12.358
111,0.91667,262.148,177.987,132.011,255.06,192.971,210.795,256.84,185.564,171.279,223.677,193.491,208.733,242.283,87.471,15,241.81,169.782,16.042,204.46,181.66,15.214,176.466,157.176,94.75,264.245,40.439,15.72,136.912,110.052,14.297,273.237,25.109,-28.095,108.215,225.989,12.364
112,0.925,262.159,177.973,132.013,254.816,192.843,210.487,256.851,185.587,171.344,223.672,193.498,208.623,242.28,87.476,15,241.831,169.756,16.003,204.462,181.667,15.222,176.478,157.169,94.71,264.234,40.401,15.751,136.918,110.043,14.281,273.239,25.111,-28.139,108.22,225.975,12.361
113,0.93333,262.153,177.97,132.001,254.825,192.814,210.517,256.862,185.607,171.36,223.683,193.456,208.707,242.272,87.477,15.027,241.812,169.767,15.97,204.483,181.66,15.221,176.483,157.167,94.74,264.234,40.401,15.751,136.897,110.044,14.301,273.224,25.061,-28.073,108.21,225.99,12.362
114,0.94167,262.134,177.975,132.003,254.813,192.833,210.5,256.855,185.58,171.263,223.682,193.465,208.671,242.271,87.493,15,241.812,169.76,16.008,204.467,181.679,15.195,176.48,157.157,94.752,264.235,40.401,15.751,136.894,110.054,14.327,273.239,25.111,-28.138,108.222,226.004,12.359
115,0.95,262.142,177.981,132.026,254.829,192.862,210.493,256.833,185.606,171.322,223.665,193.468,208.664,242.274,87.478,15.006,241.822,169.783,16.02,204.484,181.696,15.224,176.476,157.156,94.733,264.269,40.436,15.663,136.897,110.066,14.304,273.223,25.051,-28.084,108.217,225.995,12.371
116,0.95833,262.285,178.236,131.977,255.072,192.972,210.8,256.857,185.533,171.305,223.69,193.502,208.702,242.269,87.473,15.02,241.833,169.778,16.007,204.5,181.658,15.186,176.459,157.174,94.74,264.235,40.401,15.751,136.903,110.052,14.308,273.23,25.084,-28.094,108.22,225.982,12.379
117,0.96667,262.163,177.965,132.041,254.832,192.83,210.52,256.857,185.581,171.351,223.683,193.483,208.608,242.3,87.468,15.003,241.8,169.756,16.001,204.492,181.672,15.206,176.492,157.154,94.747,264.245,40.44,15.72,136.882,110.057,14.311,273.254,25.075,-28.095,108.236,225.965,12.359
118,0.975,262.145,177.992,132.004,254.827,192.855,210.504,256.842,185.568,171.309,223.678,193.488,208.722,242.279,87.479,15.02,241.819,169.78,16.027,204.493,181.667,15.201,176.473,157.166,94.724,264.245,40.44,15.72,136.913,110.053,14.314,273.235,25.099,-28.105,108.219,225.993,12.377
119,0.98333,262.148,177.965,132.024,254.823,192.826,210.531,256.861,185.562,171.31,223.705,193.492,208.596,242.277,87.467,15.008,241.832,169.798,16.048,204.481,181.671,15.219,176.478,157.173,94.718,264.234,40.393,15.742,136.9,110.056,14.289,273.235,25.098,-28.106,108.217,225.98,12.389
120,0.99167,262.153,177.956,131.989,254.839,192.833,210.478,256.878,185.524,171.28,223.688,193.469,208.687,242.263,87.469,15.01,241.822,169.76,16.036,204.477,181.633,15.229,176.483,157.167,94.74,264.26,40.404,15.763,136.889,110.044,14.338,273.256,25.077,-28.139,108.218,225.991,12.372
121,1,262.158,177.977,132.014,254.819,192.854,210.486,256.851,185.575,171.331,223.678,193.475,208.75,242.285,87.477,15.022,241.801,169.751,15.99,204.465,181.657,15.235,176.479,157.115,94.724,264.269,40.437,15.663,136.897,110.046,14.315,273.263,25.101,-28.14,108.204,225.983,12.351
122,1.00833,262.151,177.986,132.009,254.814,192.854,210.517,256.84,185.576,171.288,223.673,193.445,208.694,242.28,87.484,14.999,241.807,169.777,16.027,204.495,181.673,15.204,176.46,157.149,94.69,264.234,40.393,15.742,136.9,110.037,14.299,273.264,25.112,-28.129,108.204,225.976,12.373
123,1.01667,262.14,177.98,132.025,254.814,192.844,210.511,256.841,185.576,171.255,223.666,193.444,208.663,242.277,87.508,15.004,241.827,169.797,16.053,204.464,181.676,15.219,176.494,157.132,94.699,264.238,40.412,15.719,136.893,110.027,14.296,273.235,25.099,-28.105,108.221,225.971,12.386
124,1.025,262.151,177.989,132.026,254.84,192.821,210.512,256.827,185.562,171.309,223.677,193.464,208.681,242.287,87.461,15.008,241.819,169.767,16.034,204.476,181.652,15.21,176.471,157.153,94.715,264.263,40.415,15.73,136.902,110.041,14.315,273.268,25.124,-28.161,108.216,225.959,12.384
125,1.03333,262.171,178.001,132.008,254.829,192.841,210.486,256.846,185.547,171.292,223.678,193.459,208.677,242.283,87.484,14.991,241.83,169.783,16.03,204.494,181.673,15.204,176.456,157.161,94.732,264.215,40.425,15.786,136.919,110.047,14.275,273.199,25.06,-28.083,108.221,225.978,12.359
126,1.04167,262.281,178.285,131.979,254.805,192.842,210.501,256.873,185.6,171.342,223.675,193.445,208.689,242.277,87.486,15.007,241.827,169.778,16.041,204.476,181.664,15.216,176.456,157.153,94.74,264.235,40.402,15.752,136.902,110.078,14.314,273.225,25.062,-28.072,108.207,225.992,12.395
127,1.05,262.14,177.989,132.011,254.829,192.854,210.486,256.856,185.59,171.303,223.678,193.471,208.7,242.268,87.493,15.008,241.815,169.789,16.018,204.48,181.688,15.235,176.486,157.167,94.738,264.235,40.402,15.752,136.912,110.051,14.325,273.24,25.121,-28.127,108.216,225.968,12.377
128,1.05833,262.17,177.958,131.994,254.839,192.853,210.497,256.848,185.653,171.4,223.684,193.433,208.698,242.281,87.479,15.004,241.845,169.774,16.03,204.467,181.669,15.23,176.469,157.166,94.725,264.244,40.434,15.652,136.897,110.057,14.299,273.239,25.111,-28.138,108.222,225.986,12.36
129,1.06667,262.152,177.969,132.004,254.84,192.847,210.494,256.853,185.546,171.267,223.73,193.498,208.585,242.302,87.478,15.005,241.806,169.754,15.953,204.505,181.66,15.228,176.448,157.156,94.742,264.267,40.426,15.696,136.898,110.041,14.314,273.196,25.066,-27.984,108.238,225.986,12.344
130,1.075,262.156,177.984,132.008,254.821,192.828,210.511,256.838,185.591,171.351,223.69,193.501,208.619,242.295,87.487,15.007,241.82,169.773,16.02,204.5,181.679,15.239,176.469,157.165,94.768,264.244,40.432,15.711,136.887,110.061,14.33,273.228,25.074,-28.106,108.224,225.984,12.36
131,1.08333,262.261,178.267,131.995,254.835,192.855,210.494,256.853,185.563,171.289,223.664,193.436,208.646,242.284,87.476,15.012,241.827,169.764,16.035,204.485,181.669,15.224,176.487,157.14,94.692,264.273,40.445,15.689,136.905,110.055,14.305,273.235,25.099,-28.106,108.228,225.988,12.352
132,1.09167,262.262,178.248,132.002,254.845,192.832,210.499,256.851,185.539,171.315,223.684,193.489,208.611,242.269,87.476,15.023,241.831,169.775,16.043,204.481,181.668,15.222,176.473,157.156,94.734,264.27,40.437,15.663,136.92,110.052,14.292,273.241,25.122,-28.127,108.219,225.982,12.361
133,1.1,262.146,177.966,132.012,254.833,192.833,210.519,256.857,185.546,171.293,223.684,193.454,208.66,242.291,87.493,15.007,241.813,169.758,16.017,204.489,181.666,15.194,176.467,157.164,94.727,264.235,40.402,15.752,136.902,110.055,14.302,273.228,25.074,-28.105,108.213,225.96,12.37
134,1.10833,262.134,177.979,131.973,254.833,192.846,210.495,256.855,185.574,171.269,223.672,193.457,208.703,242.271,87.503,15.001,241.807,169.777,15.999,204.485,181.698,15.223,176.458,157.146,94.711,264.274,40.454,15.698,136.897,110.056,14.322,273.197,25.058,-28.039,108.219,225.983,12.366
135,1.11667,262.133,177.984,132.002,254.812,192.839,210.5,256.845,185.567,171.273,223.679,193.463,208.683,242.278,87.468,15.022,241.821,169.776,16.029,204.478,181.693,15.209,176.471,157.156,94.696,264.262,40.407,15.72,136.899,110.058,14.306,273.223,25.051,-28.084,108.219,225.979,12.357
136,1.125,262.129,177.977,131.994,254.835,192.836,210.475,256.846,185.561,171.265,223.675,193.458,208.6,242.283,87.508,14.998,241.816,169.799,16.02,204.498,181.682,15.214,176.47,157.161,94.726,264.233,40.4,15.795,136.9,110.056,14.307,273.235,25.099,-28.106,108.212,225.988,12.365
137,1.13333,262.258,178.245,131.989,255.053,192.95,210.833,256.847,185.572,171.285,223.68,193.453,208.699,242.278,87.482,15.023,241.831,169.768,16.052,204.469,181.678,15.227,176.47,157.171,94.755,264.255,40.473,15.621,136.907,110.066,14.307,273.206,25.085,-28.083,108.212,225.991,12.364
138,1.14167,262.138,177.979,132.023,254.813,192.884,210.53,256.82,185.539,171.329,223.657,193.447,208.703,242.275,87.488,14.986,241.799,169.779,16.001,204.452,181.675,15.241,176.484,157.16,94.729,264.261,40.405,15.763,136.904,110.047,14.316,273.225,25.061,-28.073,108.199,226.016,12.361
139,1.15,262.14,177.987,131.995,254.823,192.871,210.511,256.856,185.627,171.371,223.674,193.451,208.698,242.271,87.478,15.01,241.819,169.777,16.024,204.48,181.669,15.215,176.473,157.173,94.733,264.259,40.399,15.695,136.893,110.039,14.304,273.264,25.112,-28.129,108.216,225.992,12.361
140,1.15833,262.141,177.994,132.012,254.825,192.864,210.489,256.846,185.59,171.346,223.664,193.463,208.671,242.271,87.481,15.019,241.841,169.776,16.043,204.465,181.676,15.193,176.477,157.14,94.734,264.262,40.407,15.72,136.898,110.043,14.32,273.268,25.125,-28.161,108.208,225.99,12.362
141,1.16667,262.164,177.975,132.005,254.83,192.856,210.519,256.843,185.614,171.356,223.677,193.46,208.678,242.255,87.48,15.005,241.838,169.793,16.021,204.493,181.681,15.206,176.482,157.171,94.712,264.28,40.476,15.632,136.893,110.023,14.318,273.241,25.121,-28.127,108.222,226.015,12.359
142,1.175,262.143,177.969,132.02,254.826,192.831,210.504,256.837,185.543,171.327,223.672,193.453,208.666,242.276,87.476,15.018,241.822,169.775,16.046,204.462,181.684,15.221,176.493,157.174,94.746,264.264,40.416,15.73,136.888,110.048,14.303,273.241,25.122,-28.127,108.202,225.985,12.382
143,1.18333,262.164,177.974,132.021,254.829,192.83,210.51,256.847,185.556,171.311,223.673,193.48,208.709,242.27,87.475,15.039,241.806,169.782,16.04,204.489,181.681,15.236,176.461,157.166,94.722,264.243,40.43,15.754,136.911,110.064,14.335,273.206,25.085,-28.083,108.207,225.99,12.389
144,1.19167,262.281,178.263,131.983,254.817,192.854,210.506,256.862,185.564,171.289,223.668,193.475,208.742,242.276,87.472,15.007,241.829,169.78,16.058,204.496,181.677,15.204,176.462,157.155,94.698,264.279,40.467,15.622,136.897,110.041,14.28,273.239,25.111,-28.138,108.223,225.985,12.358
145,1.2,262.269,178.245,131.976,254.83,192.841,210.506,256.846,185.594,171.348,223.657,193.446,208.621,242.278,87.483,15.018,241.813,169.773,16.026,204.476,181.67,15.211,176.456,157.161,94.732,264.217,40.427,15.743,136.9,110.063,14.27,273.224,25.061,-28.073,108.23,225.966,12.351
146,1.20833,262.157,177.979,132.006,254.836,192.849,210.496,256.855,185.565,171.289,223.659,193.472,208.693,242.294,87.49,15.01,241.792,169.784,16.003,204.503,181.694,15.23,176.459,157.142,94.699,264.261,40.405,15.763,136.875,110.057,14.328,273.241,25.122,-28.127,108.215,225.978,12.355
147,1.21667,262.147,177.993,132.004,254.832,192.84,210.542,256.84,185.542,171.296,223.67,193.47,208.737,242.26,87.468,15.031,241.825,169.777,16.037,204.492,181.676,15.202,176.478,157.153,94.712,264.241,40.421,15.744,136.881,110.042,14.333,273.241,25.122,-28.127,108.215,225.995,12.373
148,1.225,262.143,177.985,132.03,254.824,192.843,210.483,256.858,185.569,171.288,223.657,193.439,208.682,242.287,87.497,15.011,241.808,169.78,16,204.482,181.684,15.26,176.454,157.149,94.73,264.251,40.453,15.645,136.868,110.047,14.335,273.239,25.111,-28.138,108.216,225.964,12.368
149,1.23333,262.139,177.97,131.999,254.825,192.837,210.514,256.853,185.571,171.362,223.677,193.46,208.675,242.267,87.489,15,241.809,169.792,16.017,204.497,181.689,15.216,176.444,157.159,94.763,264.246,40.441,15.721,136.906,110.029,14.304,273.228,25.074,-28.106,108.214,225.977,12.35
150,1.24167,262.139,177.981,132.022,254.822,192.865,210.488,256.841,185.567,171.293,223.691,193.439,208.708,242.277,87.483,15.022,241.828,169.792,16.027,204.463,181.715,15.22,176.469,157.162,94.741,264.246,40.441,15.721,136.887,110.073,14.284,273.203,25.073,-28.05,108.219,225.976,12.377
151,1.25,262.161,177.995,132.008,254.827,192.863,210.498,256.849,185.584,171.298,223.667,193.505,208.724,242.284,87.516,14.98,241.809,169.79,16,204.489,181.684,15.23,176.489,157.164,94.718,264.28,40.476,15.632,136.906,110.049,14.297,273.269,25.143,-28.095,108.212,225.994,12.374
152,1.25833,262.161,177.976,131.991,254.845,192.871,210.526,256.855,185.594,171.34,223.668,193.46,208.671,242.258,87.502,14.987,241.818,169.792,16.006,204.478,181.691,15.211,176.477,157.187,94.711,264.246,40.441,15.721,136.896,110.062,14.301,273.235,25.099,-28.106,108.215,225.993,12.371
153,1.26667,262.141,177.989,132,254.825,192.839,210.517,256.843,185.581,171.289,223.674,193.458,208.697,242.283,87.491,15.012,241.81,169.765,16.009,204.477,181.669,15.251,176.473,157.166,94.724,264.251,40.453,15.645,136.899,110.055,14.342,273.239,25.111,-28.138,108.21,225.982,12.38
154,1.275,262.146,177.988,131.999,254.822,192.859,210.511,256.85,185.541,171.32,223.67,193.48,208.712,242.276,87.502,14.994,241.825,169.788,16.021,204.491,181.708,15.227,176.481,157.167,94.702,264.246,40.441,15.721,136.9,110.052,14.325,273.236,25.117,-28.039,108.227,225.989,12.332
155,1.28333,262.157,177.975,132.032,254.809,192.861,210.489,256.853,185.556,171.303,223.684,193.463,208.671,242.273,87.496,15.004,241.823,169.765,16.036,204.467,181.695,15.236,176.467,157.172,94.732,264.252,40.462,15.655,136.911,110.051,14.306,273.235,25.098,-28.106,108.219,226.005,12.346
156,1.29167,262.259,178.235,131.978,254.828,192.844,210.467,256.852,185.598,171.348,223.699,193.498,208.642,242.278,87.505,14.991,241.831,169.785,16.019,204.467,181.661,15.238,176.471,157.174,94.704,264.285,40.493,15.668,136.883,110.044,14.313,273.237,25.109,-28.094,108.221,225.979,12.351
